"Polygon_Number","Coordinate_Order","Coordinate_ID","Longitude","Latitude"
"21",6,"21_6",-3.225,43.625
"21",7,"21_7",-3.25,43.625
"21",8,"21_8",-3.275,43.625
"21",9,"21_9",-3.3,43.625
"21",10,"21_10",-3.325,43.625
"21",11,"21_11",-3.35,43.625
"21",12,"21_12",-3.375,43.625
"21",13,"21_13",-3.375,43.6
"21",14,"21_14",-3.375,43.575
"21",15,"21_15",-3.375,43.55
"21",16,"21_16",-3.35,43.55
"21",17,"21_17",-3.3,43.55
"21",18,"21_18",-3.25,43.55
"21",19,"21_19",-3.2,43.55
"21",20,"21_20",-3.175,43.55
"22",1,"22_1",-3.8,45.725
"22",2,"22_2",-3.775,45.725
"22",3,"22_3",-3.75,45.725
"22",4,"22_4",-3.725,45.725
"22",5,"22_5",-3.725,45.75
"22",6,"22_6",-3.725,45.775
"22",7,"22_7",-3.725,45.8
"22",8,"22_8",-3.725,45.8
"22",9,"22_9",-3.75,45.8
"22",10,"22_10",-3.75,45.825
"22",11,"22_11",-3.775,45.825
"22",12,"22_12",-3.8,45.825
"22",13,"22_13",-3.825,45.825
"22",14,"22_14",-3.825,45.8
"22",15,"22_15",-3.825,45.775
"22",16,"22_16",-3.825,45.75
"22",17,"22_17",-3.8,45.75
"22",18,"22_18",-3.8,45.725
"23",1,"23_1",-4.075,46
"23",2,"23_2",-4.075,46.025
"23",3,"23_3",-4.1,46.025
"23",4,"23_4",-4.125,46.025
"23",5,"23_5",-4.15,46.025
"23",6,"23_6",-4.175,46.025
"23",7,"23_7",-4.2,46.025
"23",8,"23_8",-4.2,46
"23",9,"23_9",-4.15,46
"23",10,"23_10",-4.1,46
"23",11,"23_11",-4.075,46
"24",1,"24_1",-4.35,46.175
"24",2,"24_2",-4.35,46.175
"24",3,"24_3",-4.325,46.175
"24",4,"24_4",-4.3,46.175
"24",5,"24_5",-4.275,46.175
"24",6,"24_6",-4.275,46.2
"24",7,"24_7",-4.275,46.225
"24",8,"24_8",-4.275,46.25
"24",9,"24_9",-4.275,46.275
"24",10,"24_10",-4.3,46.275
"24",11,"24_11",-4.325,46.275
"24",12,"24_12",-4.35,46.275
"24",13,"24_13",-4.375,46.275
"24",14,"24_14",-4.375,46.3
"24",15,"24_15",-4.375,46.325
"24",16,"24_16",-4.4,46.325
"24",17,"24_17",-4.425,46.325
"24",18,"24_18",-4.45,46.325
"24",19,"24_19",-4.475,46.325
"24",20,"24_20",-4.475,46.3
"24",21,"24_21",-4.475,46.275
"24",22,"24_22",-4.475,46.25
"24",23,"24_23",-4.45,46.25
"24",24,"24_24",-4.4,46.25
"24",25,"24_25",-4.35,46.25
"24",26,"24_26",-4.35,46.2
"24",27,"24_27",-4.35,46.175
"25",1,"25_1",-3.875,43.7
"25",2,"25_2",-3.875,43.7
"25",3,"25_3",-3.875,43.675
"25",4,"25_4",-3.875,43.65
"25",5,"25_5",-3.875,43.625
"25",6,"25_6",-3.9,43.625
"25",7,"25_7",-3.925,43.625
"25",8,"25_8",-3.925,43.6
"25",9,"25_9",-3.925,43.575
"25",10,"25_10",-3.925,43.55
"25",11,"25_11",-3.9,43.55
"25",12,"25_12",-3.9,43.6
"25",13,"25_13",-3.85,43.6
"25",14,"25_14",-3.8,43.6
"25",15,"25_15",-3.8,43.65
"25",16,"25_16",-3.75,43.65
"25",17,"25_17",-3.725,43.65
"25",18,"25_18",-3.725,43.675
"25",19,"25_19",-3.725,43.7
"25",20,"25_20",-3.725,43.725
"25",21,"25_21",-3.75,43.725
"25",22,"25_22",-3.775,43.725
"25",23,"25_23",-3.8,43.725
"25",24,"25_24",-3.825,43.725
"25",25,"25_25",-3.85,43.725
"25",26,"25_26",-3.85,43.7
"25",27,"25_27",-3.875,43.7
"26",1,"26_1",-4.625,46.35
"26",2,"26_2",-4.625,46.375
"26",3,"26_3",-4.625,46.4
"26",4,"26_4",-4.625,46.425
"26",5,"26_5",-4.65,46.425
"26",6,"26_6",-4.675,46.425
"26",7,"26_7",-4.675,46.45
"26",8,"26_8",-4.675,46.475
"26",9,"26_9",-4.675,46.5
"26",10,"26_10",-4.675,46.5
"26",11,"26_11",-4.7,46.5
"26",12,"26_12",-4.7,46.525
"26",13,"26_13",-4.725,46.525
"26",14,"26_14",-4.75,46.525
"26",15,"26_15",-4.775,46.525
"26",16,"26_16",-4.775,46.5
"26",17,"26_17",-4.775,46.475
"26",18,"26_18",-4.775,46.45
"26",19,"26_19",-4.775,46.425
"26",20,"26_20",-4.75,46.425
"26",21,"26_21",-4.725,46.425
"26",22,"26_22",-4.725,46.4
"26",23,"26_23",-4.725,46.375
"26",24,"26_24",-4.725,46.35
"26",25,"26_25",-4.7,46.35
"26",26,"26_26",-4.65,46.35
"26",27,"26_27",-4.625,46.35
"27",1,"27_1",-4.8,46.675
"27",2,"27_2",-4.8,46.675
"27",3,"27_3",-4.825,46.675
"27",4,"27_4",-4.85,46.675
"27",5,"27_5",-4.875,46.675
"27",6,"27_6",-4.9,46.675
"27",7,"27_7",-4.925,46.675
"27",8,"27_8",-4.925,46.65
"27",9,"27_9",-4.925,46.625
"27",10,"27_10",-4.925,46.6
"27",11,"27_11",-4.925,46.575
"27",12,"27_12",-4.9,46.575
"27",13,"27_13",-4.875,46.575
"27",14,"27_14",-4.85,46.575
"27",15,"27_15",-4.85,46.6
"27",16,"27_16",-4.85,46.65
"27",17,"27_17",-4.8,46.65
"27",18,"27_18",-4.8,46.675
"28",1,"28_1",-5.35,46.875
"28",2,"28_2",-5.325,46.875
"28",3,"28_3",-5.325,46.9
"28",4,"28_4",-5.325,46.925
"28",5,"28_5",-5.325,46.95
"28",6,"28_6",-5.325,46.975
"28",7,"28_7",-5.35,46.975
"28",8,"28_8",-5.375,46.975
"28",9,"28_9",-5.4,46.975
"28",10,"28_10",-5.425,46.975
"28",11,"28_11",-5.425,46.95
"28",12,"28_12",-5.425,46.925
"28",13,"28_13",-5.425,46.9
"28",14,"28_14",-5.4,46.9
"28",15,"28_15",-5.35,46.9
"28",16,"28_16",-5.35,46.875
"29",1,"29_1",-5.15,46.725
"29",2,"29_2",-5.125,46.725
"29",3,"29_3",-5.125,46.75
"29",4,"29_4",-5.125,46.775
"29",5,"29_5",-5.125,46.8
"29",6,"29_6",-5.125,46.825
"29",7,"29_7",-5.15,46.825
"29",8,"29_8",-5.175,46.825
"29",9,"29_9",-5.175,46.85
"29",10,"29_10",-5.175,46.85
"29",11,"29_11",-5.2,46.85
"29",12,"29_12",-5.25,46.85
"29",13,"29_13",-5.25,46.9
"29",14,"29_14",-5.25,46.925
"29",15,"29_15",-5.25,46.925
"29",16,"29_16",-5.275,46.925
"29",17,"29_17",-5.275,46.9
"29",18,"29_18",-5.275,46.875
"29",19,"29_19",-5.3,46.875
"29",20,"29_20",-5.325,46.875
"29",21,"29_21",-5.325,46.85
"29",22,"29_22",-5.325,46.825
"29",23,"29_23",-5.325,46.8
"29",24,"29_24",-5.325,46.775
"29",25,"29_25",-5.3,46.775
